"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",6.07086672807922,0.577615288300995,10.5102251464572,7.750828673328e-26
"MismTreat_noNeg",-1.69793560432522,0.191219053363274,-8.87953148214534,6.71425607815998e-19
"MismTreat_squared",0.111534846118821,0.0148060823142615,7.5330424180736,4.95714989807468e-14
"PhotoTreatConstant",-0.0859851676436401,0.16381050111959,-0.524906321975456,0.599648314365827
